glyph_name,ps_name,USV,DesignerOrder,bcp47tags,OTLang,assoc_feat,assoc_feat_val,assoc_uids,Comment
uni134F,uni134F,  134F,630,,,cv48,0,,
uni134F.cohen4,uni134F.cohen4,,631,,,cv48,1,  134F,
uni134F.cohen5,uni134F.cohen5,,632,,,cv48,2,  134F,
uni1350,uni1350,1350,634,,,,,,
uni1351,uni1351,1351,635,,,,,,
uni1352,uni1352,1352,636,,,,,,
uni1353,uni1353,1353,637,,,,,,
uni1354,uni1354,1354,638,,,,,,
uni1355,uni1355,1355,639,,,,,,
uni1356,uni1356,1356,640,,,,,,
uni1357,uni1357,1357,641,,,,,,
uni1358,uni1358,1358,642,,,cv49,0,,
uni1358.ala1,uni1358.ala1,,643,,,cv49,1,1358,
uni1359,uni1359,1359,644,,,cv50,0,,
uni1359.ala2,uni1359.ala2,,645,,,cv50,1,1359,
uni135A,uni135A,  135A,646,,,,,,
uni135D,uni135D,  135D,647,,,,,,
uni135E,uni135E,  135E,648,,,,,,
uni135F,uni135F,  135F,649,,,,,,
uni1360,uni1360,1360,650,,,,,,
uni1361,uni1361,1361,651,,,,,,
uni1362,uni1362,1362,652,,,,,,
uni1363,uni1363,1363,653,,,,,,
uni1364,uni1364,1364,654,,,,,,
uni1365,uni1365,1365,655,,,,,,
uni1366,uni1366,1366,656,,,,,,
uni1367,uni1367,1367,657,,,,,,
uni1368,uni1368,1368,658,,,,,,
uni1380,uni1380,1380,659,,,,,,
uni1381,uni1381,1381,660,,,cv60,0,,
uni1381.seb5,uni1381.seb5,,661,sgw,CHG,cv60,1,1381,
uni1381.sebLes1,uni1381.sebLes1,,662,,,cv60,2,1381,
uni1381.seb3,uni1381.seb3,,663,,,,,,duplicate of uni1381.seb5
uni1382,uni1382,1382,665,,,,,,
uni1383,uni1383,1383,666,,,cv61,0,,
uni1383.seb4,uni1383.seb4,,667,,,cv61,1,1383,
uni1383.sebLes4,uni1383.sebLes4,,668,,,cv61,2,1383,
uni1384,uni1384,1384,670,,,,,,
uni1385,uni1385,1385,671,,,cv80,0,,
uni1385.seb3,uni1385.seb3,,672,sgw,CHG,cv80,1,1385,
uni1386,uni1386,1386,673,,,,,,
uni1387,uni1387,1387,674,,,cv62,0,,
uni1387.sebLes2,uni1387.sebLes2,,675,,,cv62,1,1387,
uni1388,uni1388,1388,677,,,,,,
uni1389,uni1389,1389,678,,,,,,
uni138A,uni138A,  138A,679,,,cv63,0,,
uni138A.trad,uni138A.trad,,680,,,cv63,1,  138A,
uni138B,uni138B,  138B,681,,,cv64,0,,
uni138B.sebLes3,uni138B.sebLes3,,682,,,cv64,1,  138B,
uni138C,uni138C,  138C,684,,,,,,
uni138D,uni138D,  138D,685,,,cv80,0,,
uni138D.seb3,uni138D.seb3,,686,sgw,CHG,cv80,1,  138D,
uni138E,uni138E,  138E,687,,,,,,
uni138F,uni138F,  138F,688,,,cv65,0,,
uni138F.sebLes5,uni138F.sebLes5,,689,,,cv65,1,  138F,
uni1390,uni1390,1390,691,,,,,,
uni1391,uni1391,1391,692,,,,,,
uni1392,uni1392,1392,693,,,,,,
uni1393,uni1393,1393,694,,,,,,
uni1394,uni1394,1394,695,,,,,,
uni1395,uni1395,1395,696,,,,,,
uni1396,uni1396,1396,697,,,,,,
uni1397,uni1397,1397,698,,,,,,
uni1398,uni1398,1398,699,,,,,,
uni1399,uni1399,1399,700,,,,,,
uni2D80,uni2D80,  2D80,701,,,,,,
uni2D81,uni2D81,  2D81,702,,,,,,
uni2D82,uni2D82,  2D82,703,,,,,,
uni2D83,uni2D83,  2D83,704,,,,,,
uni2D84,uni2D84,  2D84,705,,,,,,
uni2D85,uni2D85,  2D85,706,,,,,,
uni2D86,uni2D86,  2D86,707,,,,,,
uni2D87,uni2D87,  2D87,708,,,,,,
uni2D88,uni2D88,  2D88,709,,,,,,
uni2D89,uni2D89,  2D89,710,,,,,,
uni2D8A,uni2D8A,  2D8A,711,,,,,,
uni2D8B,uni2D8B,  2D8B,712,,,,,,
uni2D8C,uni2D8C,  2D8C,713,,,,,,
uni2D8D,uni2D8D,  2D8D,714,,,,,,
uni2D8E,uni2D8E,  2D8E,715,,,,,,
uni2D8F,uni2D8F,  2D8F,716,,,,,,
uni2D90,uni2D90,  2D90,717,,,,,,
uni2D91,uni2D91,  2D91,718,,,,,,
uni2D92,uni2D92,  2D92,719,,,,,,
uni2D93,uni2D93,  2D93,720,,,cv70,0,,
uni2D93.blin,uni2D93.blin,,721,,,cv70,1,  2D93,
uni2D94,uni2D94,  2D94,722,,,cv70,0,,
uni2D94.blin,uni2D94.blin,,723,,,cv70,1,  2D94,
uni2D95,uni2D95,  2D95,724,,,cv70,0,,
uni2D95.blin,uni2D95.blin,,725,,,cv70,1,  2D95,
uni2D96,uni2D96,  2D96,726,,,cv70,0,,
uni2D96.blin,uni2D96.blin,,727,,,cv70,1,  2D96,
uni2DA0,uni2DA0,  2DA0,728,,,,,,
uni2DA1,uni2DA1,  2DA1,729,,,,,,
uni2DA2,uni2DA2,  2DA2,730,,,,,,
uni2DA3,uni2DA3,  2DA3,731,,,,,,
uni2DA4,uni2DA4,  2DA4,732,,,,,,
uni2DA5,uni2DA5,  2DA5,733,,,,,,
uni2DA6,uni2DA6,  2DA6,734,,,,,,
uni2DA8,uni2DA8,  2DA8,735,,,,,,
uni2DA9,uni2DA9,  2DA9,736,,,,,,
uni2DAA,uni2DAA,  2DAA,737,,,,,,
uni2DAB,uni2DAB,  2DAB,738,,,,,,
uni2DAC,uni2DAC,  2DAC,739,,,,,,
uni2DAD,uni2DAD,  2DAD,740,,,,,,
uni2DAE,uni2DAE,  2DAE,741,,,,,,
uni2DB0,uni2DB0,  2DB0,742,,,,,,
uni2DB1,uni2DB1,  2DB1,743,,,,,,
uni2DB2,uni2DB2,  2DB2,744,,,,,,
uni2DB3,uni2DB3,  2DB3,745,,,,,,
uni2DB4,uni2DB4,  2DB4,746,,,,,,
uni2DB5,uni2DB5,  2DB5,747,,,,,,
uni2DB6,uni2DB6,  2DB6,748,,,,,,
uni2DB8,uni2DB8,  2DB8,749,,,,,,
uni2DB9,uni2DB9,  2DB9,750,,,,,,
uni2DBA,uni2DBA,  2DBA,751,,,,,,
uni2DBB,uni2DBB,  2DBB,752,,,,,,
uni2DBC,uni2DBC,  2DBC,753,,,,,,
uni2DBD,uni2DBD,  2DBD,754,,,,,,
uni2DBE,uni2DBE,  2DBE,755,,,,,,
uni2DC0,uni2DC0,  2DC0,756,,,,,,
uni2DC1,uni2DC1,  2DC1,757,,,,,,
uni2DC2,uni2DC2,  2DC2,758,,,,,,
uni2DC3,uni2DC3,  2DC3,759,,,,,,
uni2DC4,uni2DC4,  2DC4,760,,,,,,
uni2DC5,uni2DC5,  2DC5,761,,,,,,
uni2DC6,uni2DC6,  2DC6,762,,,,,,
uni2DC8,uni2DC8,  2DC8,763,,,,,,
uni2DC9,uni2DC9,  2DC9,764,,,,,,
uni2DCA,uni2DCA,  2DCA,765,,,,,,
uni2DCB,uni2DCB,  2DCB,766,,,,,,
uni2DCC,uni2DCC,  2DCC,767,,,,,,
uni2DCD,uni2DCD,  2DCD,768,,,,,,
uni2DCE,uni2DCE,  2DCE,769,,,,,,
uni2DD0,uni2DD0,  2DD0,770,,,,,,
uni2DD1,uni2DD1,  2DD1,771,,,,,,
uni2DD2,uni2DD2,  2DD2,772,,,,,,
uni2DD3,uni2DD3,  2DD3,773,,,,,,
uni2DD4,uni2DD4,  2DD4,774,,,,,,
uni2DD5,uni2DD5,  2DD5,775,,,,,,
uni2DD6,uni2DD6,  2DD6,776,,,,,,
uni2DD8,uni2DD8,  2DD8,777,,,,,,
uni2DD9,uni2DD9,  2DD9,778,,,,,,
uni2DDA,uni2DDA,  2DDA,779,,,,,,
uni2DDB,uni2DDB,  2DDB,780,,,,,,
uni2DDC,uni2DDC,  2DDC,781,,,,,,
uni2DDD,uni2DDD,  2DDD,782,,,,,,
uni2DDE,uni2DDE,  2DDE,783,,,,,,
uniAB01,uniAB01,  AB01,784,,,,,,
uniAB02,uniAB02,  AB02,785,,,,,,
uniAB03,uniAB03,  AB03,786,,,,,,
uniAB04,uniAB04,  AB04,787,,,,,,
uniAB05,uniAB05,  AB05,788,,,,,,
uniAB06,uniAB06,  AB06,789,,,,,,
uniAB09,uniAB09,  AB09,790,,,,,,
uniAB0A,uniAB0A,  AB0A,791,,,,,,
uniAB0B,uniAB0B,  AB0B,792,,,,,,
uniAB0C,uniAB0C,  AB0C,793,,,,,,
uniAB0D,uniAB0D,  AB0D,794,,,,,,
uniAB0E,uniAB0E,  AB0E,795,,,,,,
uniAB11,uniAB11,  AB11,796,,,,,,
uniAB12,uniAB12,  AB12,797,,,,,,
uniAB13,uniAB13,  AB13,798,,,,,,
uniAB14,uniAB14,  AB14,799,,,,,,
uniAB15,uniAB15,  AB15,800,,,,,,
uniAB16,uniAB16,  AB16,801,,,,,,
uniAB20,uniAB20,  AB20,802,,,,,,
uniAB21,uniAB21,  AB21,803,,,,,,
uniAB22,uniAB22,  AB22,804,,,,,,
uniAB23,uniAB23,  AB23,805,,,,,,
uniAB24,uniAB24,  AB24,806,,,,,,
uniAB25,uniAB25,  AB25,807,,,,,,
uniAB26,uniAB26,  AB26,808,,,,,,
uniAB28,uniAB28,  AB28,809,,,,,,
uniAB29,uniAB29,  AB29,810,,,,,,
uniAB2A,uniAB2A,  AB2A,811,,,,,,
uniAB2B,uniAB2B,  AB2B,812,,,,,,
uniAB2C,uniAB2C,  AB2C,813,,,,,,
uniAB2D,uniAB2D,  AB2D,814,,,,,,
uniAB2E,uniAB2E,  AB2E,815,,,,,,
uniE494,uniE494,  E494,816,,,,,,
uniE496,uniE496,  E496,817,,,,,,
uni2000,uni2000,2000,818,,,,,,
uni2001,uni2001,2001,819,,,,,,
uni2002,uni2002,2002,820,,,,,,
uni2003,uni2003,2003,821,,,,,,
uni2004,uni2004,2004,822,,,,,,
uni2005,uni2005,2005,823,,,,,,
uni2006,uni2006,2006,824,,,,,,
uni2007,uni2007,2007,825,,,,,,
uni2008,uni2008,2008,826,,,,,,
uni2009,uni2009,2009,827,,,,,,
uni200A,uni200A,  200A,828,,,,,,
uni200B,uni200B,  200B,829,,,,,,
uni200C,uni200C,  200C,830,,,,,,
uni200D,uni200D,  200D,831,,,,,,
uni200E,uni200E,  200E,832,,,,,,
uni200F,uni200F,  200F,833,,,,,,
uni2010,uni2010,2010,834,,,,,,
uni2011,uni2011,2011,835,,,,,,
figuredash,figuredash,2012,836,,,,,,
endash,endash,2013,837,,,,,,
emdash,emdash,2014,838,,,,,,
uni2015,uni2015,2015,839,,,,,,
quoteleft,quoteleft,2018,840,,,cv01,0,,
quoteleft.punct,quoteleft.punct,,841,,,cv01,1,2018,
quoteright,quoteright,2019,842,,,cv01,0,,
quoteright.punct,quoteright.punct,,843,,,cv01,1,2019,
quotesinglbase,quotesinglbase,  201A,844,,,,,,
quotedblleft,quotedblleft,  201C,845,,,cv01,0,,
quotedblleft.punct,quotedblleft.punct,,846,,,cv01,1,  201C,
quotedblright,quotedblright,  201D,847,,,cv01,0,,
quotedblright.punct,quotedblright.punct,,848,,,cv01,1,  201D,
quotedblbase,quotedblbase,  201E,849,,,,,,
dagger,dagger,2020,850,,,,,,
daggerdbl,daggerdbl,2021,851,,,,,,
bullet,bullet,2022,852,,,,,,
ellipsis,ellipsis,2026,853,,,,,,
uni2027,uni2027,2027,854,,,,,,
uni2028,uni2028,2028,855,,,,,,
uni2029,uni2029,2029,856,,,,,,
uni202A,uni202A,  202A,857,,,,,,
uni202B,uni202B,  202B,858,,,,,,
uni202C,uni202C,  202C,859,,,,,,
uni202D,uni202D,  202D,860,,,,,,
uni202E,uni202E,  202E,861,,,,,,
uni202F,uni202F,  202F,862,,,,,,
perthousand,perthousand,2030,863,,,,,,
guilsinglleft,guilsinglleft,2039,864,,,cv01,0,,
guilsinglleft.punct,guilsinglleft.punct,,865,,,cv01,1,2039,
guilsinglright,guilsinglright,  203A,866,,,cv01,0,,
guilsinglright.punct,guilsinglright.punct,,867,,,cv01,1,  203A,
uni203B,uni203B,  203B,868,,,,,,
fraction,fraction,2044,869,,,,,,
uni2060,uni2060,2060,870,,,,,,
zerosuperior,zerosuperior,2070,871,,,cv01,0,,
foursuperior,foursuperior,2074,872,,,cv01,0,,
fivesuperior,fivesuperior,2075,873,,,cv01,0,,
sixsuperior,sixsuperior,2076,874,,,cv01,0,,
sevensuperior,sevensuperior,2077,875,,,cv01,0,,
eightsuperior,eightsuperior,2078,876,,,cv01,0,,
ninesuperior,ninesuperior,2079,877,,,cv01,0,,
zerosuperior.punct,zerosuperior.punct,,878,,,cv01,1,2070,
foursuperior.punct,foursuperior.punct,,879,,,cv01,1,2074,
fivesuperior.punct,fivesuperior.punct,,880,,,cv01,1,2075,
sixsuperior.punct,sixsuperior.punct,,881,,,cv01,1,2076,
sevensuperior.punct,sevensuperior.punct,,882,,,cv01,1,2077,
eightsuperior.punct,eightsuperior.punct,,883,,,cv01,1,2078,
ninesuperior.punct,ninesuperior.punct,,884,,,cv01,1,2079,
Euro,Euro,  20AC,885,,,cv01,0,,
Euro.punct,Euro.punct,,886,,,cv01,1,  20AC,
uni2122,uni2122,2122,887,,,,,,
Omega,Omega,2126,888,,,,,,
partialdiff,partialdiff,2202,889,,,,,,
emptyset,emptyset,2205,890,,,,,,
Delta,Delta,2206,891,,,,,,
product,product,  220F,892,,,,,,
summation,summation,2211,893,,,,,,
minus,minus,2212,894,,,,,,
uni2219,uni2219,2219,895,,,,,,
radical,radical,  221A,896,,,,,,
infinity,infinity,  221E,897,,,,,,
integral,integral,  222B,898,,,,,,
blank,blank,2423,899,,,,,,
approxequal,approxequal,2248,900,,,,,,
notequal,notequal,2260,901,,,,,,
lessequal,lessequal,2264,902,,,,,,
greaterequal,greaterequal,2265,903,,,,,,
lozenge,lozenge,25CA,904,,,,,,
uni25CC,uni25CC,  25CC,905,,,,,,
uni2713,uni2713,2713,906,,,,,,
fi,fi,  FB01,907,,,,,,
fl,fl,  FB02,908,,,,,,
uniFE00,uniFE00,  FE00,909,,,,,,
uniFE01,uniFE01,  FE01,910,,,,,,
uniFE02,uniFE02,  FE02,911,,,,,,
uniFE03,uniFE03,  FE03,912,,,,,,
uniFE04,uniFE04,  FE04,913,,,,,,
uniFE05,uniFE05,  FE05,914,,,,,,
uniFE06,uniFE06,  FE06,915,,,,,,
uniFE07,uniFE07,  FE07,916,,,,,,
uniFE08,uniFE08,  FE08,917,,,,,,
uniFE09,uniFE09,  FE09,918,,,,,,
uniFE0A,uniFE0A,  FE0A,919,,,,,,
uniFE0B,uniFE0B,  FE0B,920,,,,,,
uniFE0C,uniFE0C,  FE0C,921,,,,,,
uniFE0D,uniFE0D,  FE0D,922,,,,,,
uniFE0E,uniFE0E,  FE0E,923,,,,,,
uniFE0F,uniFE0F,  FE0F,924,,,,,,
uniFEFF,uniFEFF,  FEFF,925,,,,,,
uniFFFC,uniFFFC,  FFFC,926,,,,,,
uniFFFD,uniFFFD,  FFFD,927,,,,,,
nonmarkingreturn,nonmarkingreturn,,928,,,,,,
uni1369,uni1369,1369,1000,,,cv02,,,
uni136A,uni136A,  136A,1001,,,cv02,,,
uni136B,uni136B,  136B,1002,,,cv02,,,
uni136C,uni136C,  136C,1003,,,cv02,,,
uni136D,uni136D,  136D,1004,,,cv02,,,
uni136E,uni136E,  136E,1005,,,cv02,,,
uni136F,uni136F,  136F,1006,,,cv02,,,
uni1370,uni1370,1370,1007,,,cv02,,,
uni1371,uni1371,1371,1008,,,cv02,,,
uni1372,uni1372,1372,1009,,,cv02,,,
uni1373,uni1373,1373,1010,,,cv02,,,
uni1374,uni1374,1374,1011,,,cv02,,,
uni1375,uni1375,1375,1012,,,cv02,,,
uni1376,uni1376,1376,1013,,,cv02,,,
uni1377,uni1377,1377,1014,,,cv02,,,
uni1378,uni1378,1378,1015,,,cv02,,,
uni1379,uni1379,1379,1016,,,cv02,,,
uni137A,uni137A,  137A,1017,,,cv02,,,
uni137B,uni137B,  137B,1018,,,cv02,,,
uni137C,uni137C,  137C,1019,,,cv02,,,
uni1369.isol,uni1369.isol,,1020,,,cv02,,,
uni136A.isol,uni136A.isol,,1021,,,cv02,,,
uni136B.isol,uni136B.isol,,1022,,,cv02,,,
uni136C.isol,uni136C.isol,,1023,,,cv02,,,
uni136D.isol,uni136D.isol,,1024,,,cv02,,,
uni136E.isol,uni136E.isol,,1025,,,cv02,,,
uni136F.isol,uni136F.isol,,1026,,,cv02,,,
uni1370.isol,uni1370.isol,,1027,,,cv02,,,
uni1371.isol,uni1371.isol,,1028,,,cv02,,,
uni1372.isol,uni1372.isol,,1029,,,cv02,,,
uni1373.isol,uni1373.isol,,1030,,,cv02,,,
uni1374.isol,uni1374.isol,,1031,,,cv02,,,
uni1375.isol,uni1375.isol,,1032,,,cv02,,,
uni1376.isol,uni1376.isol,,1033,,,cv02,,,
uni1377.isol,uni1377.isol,,1034,,,cv02,,,
uni1378.isol,uni1378.isol,,1035,,,cv02,,,
uni1379.isol,uni1379.isol,,1036,,,cv02,,,
uni137A.isol,uni137A.isol,,1037,,,cv02,,,
uni137B.isol,uni137B.isol,,1038,,,cv02,,,
uni137C.isol,uni137C.isol,,1039,,,cv02,,,
uni1369.init,uni1369.init,,1040,,,cv02,,,
uni136A.init,uni136A.init,,1041,,,cv02,,,
uni136B.init,uni136B.init,,1042,,,cv02,,,
uni136C.init,uni136C.init,,1043,,,cv02,,,
uni136D.init,uni136D.init,,1044,,,cv02,,,
uni136E.init,uni136E.init,,1045,,,cv02,,,
uni136F.init,uni136F.init,,1046,,,cv02,,,
uni1370.init,uni1370.init,,1047,,,cv02,,,
uni1371.init,uni1371.init,,1048,,,cv02,,,
uni1372.init,uni1372.init,,1049,,,cv02,,,
uni1373.init,uni1373.init,,1050,,,cv02,,,
uni1374.init,uni1374.init,,1051,,,cv02,,,
uni1375.init,uni1375.init,,1052,,,cv02,,,
uni1376.init,uni1376.init,,1053,,,cv02,,,
uni1377.init,uni1377.init,,1054,,,cv02,,,
uni1378.init,uni1378.init,,1055,,,cv02,,,
uni1379.init,uni1379.init,,1056,,,cv02,,,
uni137A.init,uni137A.init,,1057,,,cv02,,,
uni137B.init,uni137B.init,,1058,,,cv02,,,
uni137C.init,uni137C.init,,1059,,,cv02,,,
uni1369.medi,uni1369.medi,,1060,,,cv02,,,
uni136A.medi,uni136A.medi,,1061,,,cv02,,,
uni136B.medi,uni136B.medi,,1062,,,cv02,,,
uni136C.medi,uni136C.medi,,1063,,,cv02,,,
uni136D.medi,uni136D.medi,,1064,,,cv02,,,
uni136E.medi,uni136E.medi,,1065,,,cv02,,,
uni136F.medi,uni136F.medi,,1066,,,cv02,,,
uni1370.medi,uni1370.medi,,1067,,,cv02,,,
uni1371.medi,uni1371.medi,,1068,,,cv02,,,
uni1372.medi,uni1372.medi,,1069,,,cv02,,,
uni1373.medi,uni1373.medi,,1070,,,cv02,,,
uni1374.medi,uni1374.medi,,1071,,,cv02,,,
uni1375.medi,uni1375.medi,,1072,,,cv02,,,
uni1376.medi,uni1376.medi,,1073,,,cv02,,,
uni1377.medi,uni1377.medi,,1074,,,cv02,,,
uni1378.medi,uni1378.medi,,1075,,,cv02,,,
uni1379.medi,uni1379.medi,,1076,,,cv02,,,
uni137A.medi,uni137A.medi,,1077,,,cv02,,,
uni137B.medi,uni137B.medi,,1078,,,cv02,,,
uni137C.medi,uni137C.medi,,1079,,,cv02,,,
uni1369.fina,uni1369.fina,,1080,,,cv02,,,
uni136A.fina,uni136A.fina,,1081,,,cv02,,,
uni136B.fina,uni136B.fina,,1082,,,cv02,,,
uni136C.fina,uni136C.fina,,1083,,,cv02,,,
uni136D.fina,uni136D.fina,,1084,,,cv02,,,
uni136E.fina,uni136E.fina,,1085,,,cv02,,,
uni136F.fina,uni136F.fina,,1086,,,cv02,,,
uni1370.fina,uni1370.fina,,1087,,,cv02,,,
uni1371.fina,uni1371.fina,,1088,,,cv02,,,
uni1372.fina,uni1372.fina,,1089,,,cv02,,,
uni1373.fina,uni1373.fina,,1090,,,cv02,,,
uni1374.fina,uni1374.fina,,1091,,,cv02,,,
uni1375.fina,uni1375.fina,,1092,,,cv02,,,
uni1376.fina,uni1376.fina,,1093,,,cv02,,,
uni1377.fina,uni1377.fina,,1094,,,cv02,,,
uni1378.fina,uni1378.fina,,1095,,,cv02,,,
uni1379.fina,uni1379.fina,,1096,,,cv02,,,
uni137A.fina,uni137A.fina,,1097,,,cv02,,,
uni137B.fina,uni137B.fina,,1098,,,cv02,,,
uni137C.fina,uni137C.fina,,1099,,,cv02,,,
uni1369.nobar,uni1369.nobar,,1100,,,cv02,,,
uni136A.nobar,uni136A.nobar,,1101,,,cv02,,,
uni136B.nobar,uni136B.nobar,,1102,,,cv02,,,
uni136C.nobar,uni136C.nobar,,1103,,,cv02,,,
uni136D.nobar,uni136D.nobar,,1104,,,cv02,,,
uni136E.nobar,uni136E.nobar,,1105,,,cv02,,,
uni136F.nobar,uni136F.nobar,,1106,,,cv02,,,
uni1370.nobar,uni1370.nobar,,1107,,,cv02,,,
uni1371.nobar,uni1371.nobar,,1108,,,cv02,,,
uni1372.nobar,uni1372.nobar,,1109,,,cv02,,,
uni1373.nobar,uni1373.nobar,,1110,,,cv02,,,
uni1374.nobar,uni1374.nobar,,1111,,,cv02,,,
uni1375.nobar,uni1375.nobar,,1112,,,cv02,,,
uni1376.nobar,uni1376.nobar,,1113,,,cv02,,,
uni1377.nobar,uni1377.nobar,,1114,,,cv02,,,
uni1378.nobar,uni1378.nobar,,1115,,,cv02,,,
uni1379.nobar,uni1379.nobar,,1116,,,cv02,,,
uni137A.nobar,uni137A.nobar,,1117,,,cv02,,,
uni137B.nobar,uni137B.nobar,,1118,,,cv02,,,
uni137C.nobar,uni137C.nobar,,1119,,,cv02,,,
uniE070,uniE070,,2007,,,,,,
uniE071,uniE071,,2008,,,,,,
uniE072,uniE072,,2009,,,,,,
uniE493,uniE493,,2047,,,,,,
numeral,numeral,,2080,,,,,,
numeralnarrow,numeralnarrow,,2081,,,,,,
numeralinit,numeralinit,,2082,,,,,,
numeralmedi,numeralmedi,,2083,,,,,,
numeralfina,numeralfina,,2084,,,,,,
u1E7E0,u1E7E0,1E7E0,3001,,,,,,
u1E7E1,u1E7E1,1E7E1,3002,,,,,,
u1E7E2,u1E7E2,1E7E2,3003,,,,,,
u1E7E3,u1E7E3,1E7E3,3004,,,,,,
u1E7E4,u1E7E4,1E7E4,3005,,,,,,
u1E7E5,u1E7E5,1E7E5,3006,,,,,,
u1E7E6,u1E7E6,1E7E6,3007,,,,,,
u1E7E8,u1E7E8,1E7E8,3008,,,,,,
u1E7E9,u1E7E9,1E7E9,3009,,,,,,
u1E7EA,u1E7EA,1E7EA,3010,,,,,,
u1E7EB,u1E7EB,1E7EB,3011,,,,,,
u1E7ED,u1E7ED,1E7ED,3012,,,,,,
u1E7EE,u1E7EE,1E7EE,3013,,,,,,
u1E7F0,u1E7F0,1E7F0,3014,,,,,,
u1E7F1,u1E7F1,1E7F1,3015,,,,,,
u1E7F2,u1E7F2,1E7F2,3016,,,,,,
u1E7F3,u1E7F3,1E7F3,3017,,,,,,
u1E7F4,u1E7F4,1E7F4,3018,,,,,,
u1E7F5,u1E7F5,1E7F5,3019,,,,,,
u1E7F6,u1E7F6,1E7F6,3020,,,,,,
u1E7F7,u1E7F7,1E7F7,3021,,,,,,
u1E7F8,u1E7F8,1E7F8,3022,,,,,,
u1E7F9,u1E7F9,1E7F9,3023,,,,,,
u1E7FA,u1E7FA,1E7FA,3024,,,,,,
u1E7FB,u1E7FB,1E7FB,3025,,,,,,
u1E7FC,u1E7FC,1E7FC,3026,,,,,,
u1E7FD,u1E7FD,1E7FD,3027,,,,,,
u1E7FE,u1E7FE,1E7FE,3028,,,,,,
